Name,Year,Manufacturer,State,Color,Fuel type,Transmission,Engine,VIN,Mileage,Price
S-10 LS Extended Cab,2001,Chevrolet,IN,Light Pewter Metallic,Gasoline ,4-Speed Automatic,4.3L V6 12V MPFI OHV,1GCCS19W818197457,"84,808 mi.","$5,000"
Rogue SL,2018,Nissan,SC,White,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MT4JW451561,"45,069 mi.","$24,589"
C-Class C 300 4MATIC,2018,Mercedes-Benz,GA,Black,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF4KB7JU242252,"15,080 mi.","$37,497"
MKC Base,2015,Lincoln,NC,Crystal Silver,Gasoline ,6-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,5LMTJ2AH8FUJ15708,"112,140 mi.","$16,163"
Corvette Z06,2009,Chevrolet,NJ,Victory Red,Gasoline ,Manual,Gas V8 7.0L/427.2,1G1YZ26E895101318,"17,190 mi.","$49,999"
CR-V Touring,2019,Honda,NC,Platinum White Pearl,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JHLRW2H99KX007949,"11,178 mi.","$37,500"
Traverse Premier,2019,Chevrolet,TX,Black Currant Metallic,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERKKW7KJ144660,"19,139 mi.","$35,000"
Outback 3.6R Limited,2017,Subaru,CO,Carbide Gray Metallic,Gasoline ,Automatic CVT,3.6L H6 24V MPFI DOHC,4S4BSENC3H3348495,"70,412 mi.","$26,426"
Model Y Performance,2020,Tesla,TX,Pearl White Multi,Electric ,1-Speed Automatic,Electric,5YJYGDEF3LF018422,"14,116 mi.","$69,989"
Q7 45 Premium Plus,2019,Audi,PA,Orca Black Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1LHAF76KD019142,"15,544 mi.","$53,998"
Grand Cherokee Limited,2020,Jeep,MN,Diamond Black,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBGXLC194444,"39,624 mi.","$38,899"
328 i,2008,BMW,TX,Jet Black,Gasoline Fuel ,6-speed manual transmission w/OD,3.0L DOHC 24-valve I6 engine-inc: double-VANOS variable valve ti,WBAVA37548NL47736,"123,000 mi.","$5,995"
4Runner Limited,2007,Toyota,NC,Charcoal,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU17R470108599,"154,408 mi.","$15,995"
Macan Base,2018,Porsche,CA,Black,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WP1AA2A5XJLB11273,"38,430 mi.","$48,893"
Equinox Premier,2018,Chevrolet,WI,Mosaic Black Metallic,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2GNAXWEX1J6202306,"58,153 mi.","$27,565"
Silverado 3500 WT,2019,Chevrolet,SC,Summit White,Diesel ,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,1GB4KVCY8KF152297,"92,498 mi.","$54,591"
Grand Cherokee Limited,2020,Jeep,CT,Diamond Black,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG4LC135437,"16,588 mi.","$46,590"
AMG GLC 43 Base 4MATIC,2018,Mercedes-Benz,WA,Polar White,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDC0G6EB7JF471869,"36,930 mi.","$49,976"
XT5 Luxury,2019,Cadillac,IL,Radiant Silver Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS5KZ130428,"65,872 mi.","$31,795"
Wrangler Unlimited Rubicon,2021,Jeep,NC,Sting Gray Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4HJXFG9MW678570,"13,049 mi.","$60,000"
XC40 T5 R-Design,2019,Volvo,WI,Ice White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UM1K2111916,"22,669 mi.","$39,654"
Macan S,2015,Porsche,NV,Jet Black Metallic,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A53FLB69892,"63,700 mi.","$35,997"
Outback Touring XT,2020,Subaru,TN,Autumn Green Metallic,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4BTGPD6L3167348,"12,508 mi.","$40,098"
Altima 3.5 SE,2006,Nissan,NC,Smoke Metallic,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI DOHC,1N4BL11D76N364568,"170,418 mi.","$3,995"
Yukon XL 1500 SLT,2015,GMC,MD,Champagne Silver,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS2HKC7FR263717,"128,419 mi.","$28,654"
Aviator Reserve AWD,2020,Lincoln,IL,Infinite Black Metallic,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC0LGL15607,"15,950 mi.","$60,995"
F-150 Lariat,2018,Ford,NC,Shadow Black,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTEW1E56JFE56761,"21,326 mi.","$45,999"
Suburban LTZ,2016,Chevrolet,WA,Black,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKJKC7GR376126,"86,097 mi.","$44,475"
Tahoe LT,2019,Chevrolet,FL,Black,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKBKC7KR361981,"61,261 mi.","$48,900"
Expedition Eddie Bauer,2003,Ford,AZ,–,Gasoline ,4-Speed Automatic,4.6L V8 16V MPFI SOHC,1FMRU17W73LB97842,"112,724 mi.","$4,877"
Edge SEL,2017,Ford,NV,Ingot Silver Metallic,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK3J97HBB68960,"12,271 mi.","$25,987"
Tahoe LS,2018,Chevrolet,NJ,–,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKAKC4JR323262,"36,255 mi.","$45,488"
Stinger GT1,2018,Kia,OH,HiChroma Red,Gasoline ,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KNAE45LC3J6034703,"78,332 mi.","$32,596"
Focus SE,2010,Ford,PA,White Suede,Gasoline ,Automatic,4 Cylinder Engine,1FAHP3FN6AW164263,"69,483 mi.","$5,875"
E-Class E 350,2014,Mercedes-Benz,AZ,Diamond White Metallic,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDKK5KF0EF275993,"48,712 mi.","$30,852"
Wrangler Unlimited Rubicon 392,2021,Jeep,PA,Hydro Blue Pearlcoat,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,1C4JJXSJ4MW735518,"2,696 mi.","$89,990"
Pathfinder SL,2020,Nissan,IL,Caspian Blue Metallic,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DR2CN0LC581038,"49,674 mi.","$29,046"
Pilot EX-L,2020,Honda,IN,Platinum White Pearl,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54LB017572,"10,248 mi.","$39,086"
Civic Touring,2019,Honda,TX,White,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JHMFC1F96KX002325,"29,443 mi.","$27,193"
Edge Titanium,2019,Ford,KS,Blue Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K93KBC46212,"19,970 mi.","$37,500"
Acadia SLT-2,2015,GMC,AZ,Crimson Red Tintcoat,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKRSKD0FJ333817,"42,276 mi.","$24,995"
Grand Cherokee Limited,2015,Jeep,CO,Brilliant Black Crystal Pearlcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBGXFC682555,"99,342 mi.","$23,486"
Odyssey EX-L,2019,Honda,CO,Crystal Black Pearl,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H7XKB106589,"18,293 mi.","$36,640"
911 Carrera 4,2006,Porsche,MA,Midnight Blue Metallic,Gasoline ,Manual,3.6L 6 Cyl. SMPI DOHC,WP0AA29946S716279,"30,207 mi.","$50,500"
E-Class E 350 4MATIC,2014,Mercedes-Benz,VA,Silver,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF8JB7EA894957,"175,502 mi.","$12,774"
QX80 Luxe,2019,INFINITI,NY,Hermosa Blue,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AZ2NE4K9228595,"45,178 mi.","$56,941"
Tahoe LT,2017,Chevrolet,TX,Black,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSCBKC9HR364838,"69,426 mi.","$39,900"
S-Class S 550,2007,Mercedes-Benz,PA,Obsidian Black Metallic,Gasoline ,7-Speed Automatic,5.5L V8 32V MPFI DOHC,WDDNG71X57A124281,"56,380 mi.","$19,884"
Camaro 1SS,2017,Chevrolet,TX,Nightfall Gray Metallic,Gasoline ,Manual,Gas V8 6.2L/376,1G1FE1R72H0109274,"48,242 mi.","$32,499"
Camry SE,2019,Toyota,VA,Super White,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK8KU704455,"33,902 mi.","$25,097"
Grand Cherokee Limited,2019,Jeep,OH,Bright White Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG5KC830878,"37,860 mi.","$32,007"
Grand Cherokee Altitude,2019,Jeep,SC,Granite Crystal Clearcoat Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJEAG8KC778609,"19,361 mi.","$36,000"
Corolla LE,2021,Toyota,NC,Super White,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,JTDEPMAE6MJ182144,"12,327 mi.","$23,675"
Mustang GT Premium,2020,Ford,,Shadow Black,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FATP8FF5L5118805,"18,737 mi.","$42,499"
RAV4 XLE,2019,Toyota,TX,Black,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,JTMW1RFV6KD028492,"18,434 mi.","$31,188"
Escalade Luxury,2019,Cadillac,FL,Black Raven,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS3BKJ5KR373187,"19,593 mi.","$71,991"
CX-9 Grand Touring,2021,Mazda,MN,Deep Crystal Blue Mica,Gasoline ,6-Speed Automatic,2.5L,JM3TCBDY6M0509457,"7,005 mi.","$40,999"
Durango Crew,2011,Dodge,VA,Black,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,1D4RE4GG2BC667434,"149,149 mi.","$11,100"
TLX Tech,2020,Acura,IL,Majestic Black Pearl,Gasoline ,Automatic,Premium Unleaded V-6 3.5 L/212,19UUB2F47LA002880,"20,394 mi.","$34,495"
F-PACE S,2019,Jaguar,FL,Carpathian Grey,Gasoline ,Automatic,V6,SADCM2FV3KA357187,"39,981 mi.","$48,940"
1500 Laramie,2020,RAM,TX,Diamond Black,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6RREJT6LN210202,"15,967 mi.","$49,952"
Pilot EX-L,2019,Honda,IN,White,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H55KB057593,"31,109 mi.","$33,278"
Corolla LE,2019,Toyota,LA,Blue,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFBURHE3KP938777,"49,787 mi.","$18,495"
Palisade SEL,2020,Hyundai,VA,Steel / Graphite,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R4DHE2LU099562,"34,304 mi.","$43,382"
Cruze LT,2017,Chevrolet,FL,Black,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3G1BE6SM7HS546823,"40,000 mi.","$3,995"
Camry LE,2019,Toyota,TX,Predawn Gray Mica,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK3KU804110,"54,616 mi.","$21,719"
Q5 2.0T Premium Plus,2018,Audi,WI,Ibis White,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFY9J2014282,"35,559 mi.","$36,880"
Grand Cherokee Limited,2018,Jeep,PA,Diamond Black,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG8JC450108,"24,643 mi.","$35,280"
Civic LX,2017,Honda,VA,Gray,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F57HE221808,"37,074 mi.","$16,750"
Impreza 2.0i Sport,2017,Subaru,NJ,Ice Silver Metallic,Gasoline ,Automatic CVT,2.0L H4 16V GDI DOHC,4S3GTAL64H3752175,"43,601 mi.","$21,892"
4Runner Limited,2005,Toyota,PA,Stratosphere Mica,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU17RX58029646,"161,912 mi.","$12,495"
Macan S,2017,Porsche,WA,Black,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A52HLB18922,"47,855 mi.","$44,998"
GX 460 Base,2018,Lexus,MA,Nightfall Mica,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX7J5209571,"15,859 mi.","$48,998"
Mazda3 i Touring,2015,Mazda,,Deep Crystal Blue Mica,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC,JM1BM1V72F1263702,"54,592 mi.","$14,950"
X5 xDrive40i,2019,BMW,FL,Phytonic Blue Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C58KLK84474,"11,169 mi.","$68,995"
RX 350 Base,2020,Lexus,MD,Eminent White Pearl,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMDA5LC235244,"18,621 mi.","$50,986"
Camry LE,2020,Toyota,AZ,Midnight Black Metallic,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1C11BK2LU007197,"15,950 mi.","$29,981"
X2 sDrive28i,2018,BMW,TX,Alpine White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ3C35JEJ64780,"38,844 mi.","$30,274"
RAV4 LE,2018,Toyota,OH,Silver Sky Metallic,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMBFREV9JJ207000,"41,099 mi.","$20,994"
F-150 XLT,2013,Ford,MI,Red,Gasoline ,6-Speed Automatic,5.0L V8 32V MPFI DOHC,1FTFW1EF3DFB33026,"36,238 mi.","$28,093"
CR-V Touring,2017,Honda,AZ,Gray,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW1H97HH510732,"46,066 mi.","$27,988"
Tacoma SR,2020,Toyota,TX,Magnetic Gray Metallic,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC,5TFAX5GN3LX177541,"15,708 mi.","$30,227"
Sierra 1500 SLT,2018,GMC,FL,Stone Blue Metallic,Gasoline ,Automatic,5.3L V8 16V GDI OHV,3GTP1NEC3JG306425,"34,408 mi.","$42,989"
Fusion SE,2018,Ford,MO,Blue Metallic,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3FA6P0HD9JR149656,"25,434 mi.","$22,600"
1500 Big Horn,2018,RAM,MN,Brilliant Black Crystal Pearlcoat,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6RR7LT6JS298112,"40,293 mi.","$34,500"
Civic EX,2020,Honda,KY,Red,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H61LU202632,"11,945 mi.","$29,610"
CR-V EX,2019,Honda,IA,Modern Steel Metallic,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H5XKL036386,"16,000 mi.","$30,891"
RX 350,2019,Lexus,NY,Satin Cashmere Metallic,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2BZMCA8KC193772,"47,160 mi.","$39,838"
Sierra 2500 Denali,2020,GMC,TX,Onyx Black,Diesel ,Automatic,6.6L V8 32V DDI OHV Turbo Diesel,1GT49REY4LF325410,"17,704 mi.","$87,995"
S90 T5 Momentum,2018,Volvo,TX,Osmium Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,LVY982AKXJP023220,"38,723 mi.","$33,968"
Yukon XL Denali,2018,GMC,IL,Onyx Black,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2HKJ9JR211920,"35,678 mi.","$67,946"
Wrangler Unlimited Rubicon,2017,Jeep,AZ,Black Clearcoat,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4BJWFGXHL522884,"71,639 mi.","$43,977"
Rover Discovery HSE LUXURY,2018,Land,FL,Santorini Black,Gasoline ,Automatic,V6,SALRT2RV7JA051735,"41,514 mi.","$47,570"
CX-5 Grand Touring,2019,Mazda,TX,Soul Red Crystal Metallic,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFADM2K1534910,"25,422 mi.","$28,600"
Silverado 2500 LTZ,2019,Chevrolet,FL,Mosaic Black Metallic,Diesel ,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,1GC1KTEY7KF157264,"19,983 mi.","$69,618"
Explorer Limited,2020,Ford,TN,Agate Black Metallic,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK7FH2LGB57108,"47,956 mi.","$37,739"
Expedition Eddie Bauer,2004,Ford,IL,Oxford White Clearcoat,Gasoline ,4-Speed Automatic,5.4L V8 16V MPFI SOHC,1FMFU18L54LB15809,"184,699 mi.","$5,989"
GLS 450 4MATIC,2017,Mercedes-Benz,MA,Selenite Gray Metallic,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGDF6EE0HA987062,"37,567 mi.","$50,000"
Rogue S,2020,Nissan,TX,Glacier White,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,5N1AT2MT9LC725669,"16,940 mi.","$24,679"
Romeo Giulia Base,2019,Alfa,FL,Stromboli Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFAMAN8K7612407,"18,552 mi.","$29,472"
Wrangler Unlimited Rubicon,2021,Jeep,KY,Gecko,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXFN2MW759943,851 mi.,"$62,000"
4Runner TRD Off Road,2021,Toyota,TX,Midnight Black Metallic,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEPU5JRXM5882635,"16,453 mi.","$48,400"
Z4 sDrive30i,2020,BMW,VA,Alpine White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBAHF3C04LWW60880,"17,764 mi.","$52,714"
Macan S,2018,Porsche,FL,Agate Gray Metallic,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A58JLB38470,"31,301 mi.","$57,900"
Accord LX,2015,Honda,MD,Gray,Gasoline ,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F31FA211275,"70,786 mi.","$15,998"
C-Class C 300 4MATIC,2018,Mercedes-Benz,OR,Gray Metallic,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF4KB2JU272484,"37,542 mi.","$31,257"
F-150 Platinum,2018,Ford,NC,Ingot Silver,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTEW1EG3JFA26347,"59,739 mi.","$48,000"
Accord Touring,2018,Honda,GA,Lunar Silver Metallic,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F92JA091103,"19,109 mi.","$30,782"
Civic Type R Touring,2021,Honda,GA,Boost Blue Pearl,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G7XMU203473,"3,600 mi.","$46,984"
Pilot EX-L,2020,Honda,MN,Platinum White,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H59LB015963,"10,741 mi.","$38,998"
E-Class E 300,2018,Mercedes-Benz,TX,Black,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4JB6JA379729,"19,961 mi.","$43,895"
E-Class E 300,2018,Mercedes-Benz,MA,designo Diamond White Metallic,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4KB4JA359848,"16,197 mi.","$47,426"
E-Class E 300,2018,Mercedes-Benz,AZ,Selenite Gray Metallic,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4JB0JA465733,"18,152 mi.","$42,500"
330 i xDrive,2019,BMW,OH,Mineral Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C54KFH16251,"19,209 mi.","$41,900"
Edge SEL,2020,Ford,MI,Dark Persian Green Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4J94LBA41436,"18,512 mi.",Not Priced
C-Class C 300,2018,Mercedes-Benz,FL,Black,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF4JB9JU280258,"21,367 mi.","$37,395"
Santa Fe SE,2017,Hyundai,WA,Java Espresso,Gasoline ,6-Speed Automatic,3.3L V6 24V GDI DOHC,KM8SMDHF1HU178500,"64,386 mi.","$23,543"
Escape Titanium,2013,Ford,TN,White,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU0J96DUA58803,"33,892 mi.","$20,274"
MKX Reserve,2018,Lincoln,PA,Ivory Pearl,Gasoline ,6-Speed Automatic,3.7L V6 24V MPFI DOHC,2LMPJ8LR5JBL34576,"12,959 mi.","$38,790"
Cherokee Limited,2020,Jeep,OH,Diamond Black,Gasoline ,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMDX7LD588504,"18,517 mi.","$33,000"
RX 350,2019,Lexus,MA,Satin Cashmere Metallic,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2BZMCA4KC188049,"21,897 mi.","$45,492"
GLC 300 Base 4MATIC,2019,Mercedes-Benz,MO,Black,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4KB6KV192154,"24,206 mi.","$40,321"
RX 350,2018,Lexus,PA,Eminent White Pearl,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC,2T2BZMCA4JC138685,"30,033 mi.","$42,993"
328 i xDrive,2015,BMW,IL,Silver Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA3B3C56FJ984562,"50,794 mi.","$19,851"
Acadia Denali,2018,GMC,IL,White Frost Tri-Coat,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKNXLS7JZ199727,"29,000 mi.","$37,560"
430 Gran Coupe i,2019,BMW,AZ,Mineral Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J1C50KBM13942,"32,995 mi.","$34,997"
Traverse Premier,2020,Chevrolet,AZ,Iridescent Pearl Tricoat,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERKKW9LJ286882,"19,803 mi.","$44,995"
Grand Cherokee Trailhawk,2021,Jeep,CA,Red Jewel Metallic,Gasoline ,automatic,V6 Cylinder Engine,1C4RJFLG6MC699994,"13,416 mi.","$46,489"
M5,2019,BMW,CT,Singapore Gray Metallic,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBSJF0C59KB448439,"16,473 mi.","$94,995"
Cooper Clubman,2008,MINI,VA,Chili Pepper Red,Gasoline ,–,1.6L I4 16V MPFI SOHC,WMWML33518TJ46366,"80,455 mi.","$8,300"
GLE 350 Base 4MATIC,2020,Mercedes-Benz,FL,Black,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB9LA079852,"42,429 mi.","$58,999"
XT5 Luxury,2018,Cadillac,SC,Radiant Silver Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS4JZ168523,"45,252 mi.","$33,335"
M3 Base,2017,BMW,AZ,Mineral Gray Metallic,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,WBS8M9C35H5G84958,"39,662 mi.","$60,997"
Sportage EX,2018,Kia,NJ,Hyper Red,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPNCAC8J7427672,"43,782 mi.","$26,400"
Tiguan 2.0T S,2018,Volkswagen,TX,Deep Black Pearl Effect,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV1B7AX9JM095614,"63,687 mi.","$20,900"
X3 xDrive28i,2017,BMW,NH,Space Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C36H0T16688,"52,761 mi.","$28,701"
Ion 2,2007,Saturn,TX,Green,Gasoline ,4-Speed Automatic,2.2L I4 16V MPFI DOHC,1G8AJ58F97Z103344,"178,653 mi.","$1,200"
Yukon Denali,2019,GMC,MN,Onyx Black,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2CKJXKR252142,"46,051 mi.","$58,998"
Passport EX-L,2020,Honda,IL,White,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H51LB013278,"17,990 mi.","$37,811"
CR-V EX-L,2018,Honda,PA,Basque Red Pearl II,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H80JE060184,"47,472 mi.","$26,995"
GLE 350 Base 4MATIC,2020,Mercedes-Benz,MO,Mojave Silver Metallic,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB4LA008638,"15,686 mi.","$59,791"
MDX 3.7L Technology,2010,Acura,OH,Silver,Gasoline ,6-Speed Automatic,3.7L V6 24V MPFI SOHC,2HNYD2H65AH532444,"120,814 mi.","$13,499"
TLX V6 A-Spec,2018,Acura,MD,Modern Steel Metallic,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,19UUB3F60JA001879,"15,987 mi.","$39,888"
330 i xDrive,2018,BMW,MA,Black Sapphire Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA8D9C5XJEM35192,"14,623 mi.","$35,000"
Rogue SL,2016,Nissan,MA,Magnetic Black,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,5N1AT2MV9GC806596,"61,976 mi.","$19,986"
Q3 2.0T Premium,2018,Audi,MA,Misano Red Pearl Effect,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1ECCFS0JR018254,"19,345 mi.","$35,597"
Explorer XLT,2018,Ford,FL,Ingot Silver,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K7D87JGB75259,"11,908 mi.","$27,894"
Telluride EX,2021,Kia,OH,Ebony Black,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP34HCXMG126359,"20,087 mi.","$46,775"
Grand Cherokee Limited,2019,Jeep,MI,Diamond Black,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG3KC635863,"20,993 mi.","$34,291"
